User ID,Product ID
19,69
19,86
19,90
19,151
19,153
19,198
19,204
19,263
19,270
19,273
19,278
19,279
19,291
19,294
19,298
19,300
19,324
19,337
19,449
19,465
19,479
19,515
19,552
19,558
19,570
19,611
19,662
19,674
19,680
19,689
19,795
19,796
19,809
19,824
19,844
19,850
19,853
19,867
19,879
19,906
19,947
19,949
19,950
19,957
19,962
19,964
19,973
19,977
19,986
